c5_sources,node,count
19750315005389A,TAILWHEEL,1
19750315005389A,PRIOR TO TKOF,1
19751029037799A,ILS APCH,1
19751029037799A,2ND ILS APCH,1
19750905025029A;19751029037799A;19770610021339A,ACFT,6
19751029037799A,G/S INOP,1
19751029037799A,LOM,1
19751029037799A,WRONG FREQ,1
19751209037899A,BRAKE PEDAL,1
19751209037899A,SOFT,1
19750923031109A;19751209037899A;19760215007629A;19780206006039I;19780617046219I,FLIGHT,9
19751209037899A,RTND SPRINGFIELD,1
19751209037899A,STRONG WINDS,1
19750818025579A,TFC R MAIN,2
19750818025579A,BROKE THROUGH ROOF,1
19750818025579A,WASHED OUT UNDERGROUND TUNNEL,2
19750818025579A,TUNNEL,1
19750818025579A;19780307014069I,TAXI,2
19750818025579A,SFC,1
19750905025029A;19780401007929I,TAXIWAY,3
19750905025029A;19780319009079I,NOSE WHEEL,3
19750905025029A,6 IN RUT,2
19750923031109A,DEP,3
19750923031109A,KNOWN ELEC PROB,1
19750923031109A,DIDNT USE EMERG GR DOWN SYS,1
19760215007629A,REC REPTD INOP,1
19760215007629A,PRIOR DAY,1
19760531024959A,TURBOCHARGER,1
19760531024959A,WASTE GATE DID NOT ACTUATE,1
19760507010379A,LEFT ENG OIL SUPPLY,1
19760507010379A,EXHAUSTED,1
19760507010379A,GEAR-UP,1
19760507010379A;19780307014069I;19780416008469I,AFTER LANDING,4
19760507010379A,MESQUITE BRUSH,1
19760507010379A,DENSITY ALTITUDE,1
19760507010379A,7200 FT,1
19761022033409A;19770610021339A;19770622018359A,PLT,6
19761022033409A,WNDSHD,1
19761022033409A,WINDOWS FOGGED UP,1
19761022033409A,VFR DEPARTURE,1
19760730023679A,ELECT SYST,2
19760730023679A,GENERATOR CIRCUIT BREAKER SWITCH NOT ENGAGED,1
19760730023679A,NOT TIME TO EXT,1
19760730023679A;19780206006149I;19780211006969I;19780402009009I;19780409009699I,GEAR,8
19760730023679A,MANUALLY,1
19760715023479A,GRASS FIRE,1
19760715023479A,SKID,2
19760715023479A,REFUELING LINE,1
19761119035559A,BANNER PICK UP,1
19761119035559A,L LNDG GR,1
19761119035559A,LOOP ON TOW ROPE,1
19761119035559A,PLT UN MAINTAIN FLT,1
19770506041719A,R ENG,3
19770506041719A,L MAG EXCESSIVE DROP,1
19770506041719A,PRESSURE SWITCH MALFUNCTION,1
19770506041719A,ATTEMPTS FEATHER R PROP,1
19770120001659A,RUDDER GUST LOCK,1
19770120001659A,RUDDER GUST LOCK ENGAGED,1
19770120001659A,WINGS,1
19770120001659A;19780219007659I,ICE,2
19770120001659A,OVERWEIGHT,2
19770702018479A,RUDDER & AIL CTL CABLES,3
19770702018479A;19771213042839A,RUDDER,2
19770702018479A,AIL CTL,1
19770702018479A,BATTERY BOX SUPPORT STRUCTURE,1
19770814024089A,L MAG,2
19770814024089A,#5,1
19770814024089A,CYL COMPRESSION,1
19770530012939A,PROP,2
19770530012939A,AIRFRAME,1
19770530012939A,WRONG INSTALLED,1
19770528021299A,FLUID,2
19770528021299A,R BRAKE,1
19770528021299A,PRIOR TO DEPARTURE,1
19770610021339A,N42807,4
19770610021339A,N7930C,4
19770610021339A,TOTAL HYD FAILURE,2
19770610021339A,CONTINUED TAXIING,2
19770622018359A,ELECTRICAL PWR FAILURE,1
19770617020389A,INSUFFICIENT ALTITUDE,1
19770617020389A,SUCCESSFUL AUTOROTATION,1
19770530015519A,CHOKER CABLE,2
19770530015519A,CARGO HOOK,2
19770530015519A,FLT,1
19770530015519A,SLIPSTREAM,1
19770530015519A,STRUCK T/R,1
19770530015519A,STRUCK,1
19770703018529A,OIL TEMP BULB,1
19770703018529A,RETAINING NUT FINGER TIGHT,1
19770703018529A,FIRST FLT AFTR ANNUAL,1
19770703018529A;19780210006769I,ANNUAL,3
19770706020519A,AN175-16,1
19770706020519A,PULLED THROUGH TORQUE LINK CENTER SCISSORS,1
19770706020519A,WASHER,1
19770706020519A;19780319009079I,BOLT,3
19770912040629A,APRX 1745LBS,1
19770912040629A,OVR MAX GWT,1
19770912040629A,ENG,1
19770912040629A,NOT FEATHERED,1
19770912040629A,AUTOFEATHER,1
19770912040629A,NOT CONNECTED,1
19770912040629A;19780106001449I;19780112002729I;19780522035289I,FUEL,4
19770912040629A,100 OCTANE,1
19780106001449I;19780221000179I,EMERGENCY LANDING,4
