Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record
8783,19860725041779I,I,91,-5,F,1986,7,25,19860725,1410,9,B,E, , ,E,S,ATS,1L71,1,L,7,1.0,3O  , , ,  ,  ,  ,75453,4177, , , , ,1593L,BEECH ,F33A        ,33,3A15    ,CE,    ,1800.0,L ,      ,             ,      ,        ,  ,     ,CE,CE09,NE,LINCOLN        ,LINCOLN MUNI                  ,35L ,,,0.0,04051N,09645W,2,N,B,S,1.0,CLER,,G10,,DRY,,,21,14,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19860826,,,,20120419,1,N,1.0,0.0,S,28.0,O,200.0,3.0,3.0,253.0,CE,CE09,NE,TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED. DAMAGE TO PROPELLER TIP.                           ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,SE,IA,M,5,   ,U,U,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Takeoff Ground Roll ,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
5267,19901019064929I,I,135,-5,F,1990,10,19,19901019,2042,9,Y,J,Z,E,E,S,ATS,1L71,1,L,7,1.0,3O  , , ,  ,  ,  ,109334,6492,A,N, , ,4342F,PIPER ,PA32R300    ,PA32  ,A3SO    ,SO,    ,,L ,      ,             ,      ,        ,  ,     ,WP,WP01,CA,BURBANK        ,BURBANK-GLENDALE-PASADENA AIRP,33,BUR ,85,7.0,03412N,11821W,5,T,B,S,2.0,CLER,,10,,DRY,GD,BUR ,33,10,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910416,,19910416.0,,20120808,9,N,5.0,3.0,S,39.0,K,250.0,100.0,150.0,1800.0,WP,WP01,CA,NOSE GEAR COLLAPSED WHEN PILOT ENTERED TAXIWAY UNDER CONSTRUCTION. POORLY LIGHTED AND NO WARNING SIGNS.            ,AMERIFLIGHT INC               ,CA,JIKA,JIKA213F   ,WP,WP01,      ,None                ,AF,V,I, ,  , , , ,CC,FE,M,7,VIS,Y,N,N,E, ,8,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Improper Maintenance,Other/Miscellaneous ,Airport Supervisory ,                    ,                    ,                    ,                    ,                    ,Gear Collapse       ,"Ground Taxi, Other A",                    ,"Miscellaneous, Other",Air Taxi (Non-Schedu,Cargo               ,VFR                 ,Weather Not A Factor,Night               ,"FAA Sts, Policies Or",Other               ,Other               ,Violation           ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
9447,19910529040899I,I,91,-5,F,1991,5,29,19910529,1025,9,A,X, , , ,O,FAA,1L71,1,L,7,1.0,3O  , , ,  ,  ,  ,171240,4089, ,N, , ,9687M,MOONEY,M20C        ,M20   ,2A3     ,SW,    ,2700.0,L ,      ,             ,      ,        ,  ,     ,SW,SW09,TX,HEARNE         ,,,,318,27.0,03059N,09643W,1,B,B,S,1.0,SCAT,,G10,,,,,20,10,,,3,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910919,,19910919.0,,20120808,3,N,1.0,3.0,S,48.0,O,1500.0,15.0,20.0,2500.0,SW,SW05,TX,PILOT SWITCHED TANKS AND SAW FUEL SIPHONING FROM TANK FILLER CAP. PRECAUTIONARY OFF AIRPORT LANDING.               ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,O,A, ,  , , , ,SE,DD, ,5,VIS,U,U,N,A, ,3,COMMERCIAL PILOT    ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
2398,19900713025819A,A,91,0.4,N,1990,7,13,19900713,1000,9,Z,Y, , , ,O,OTH,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,56155,2581, , , , ,733GJ,CESSNA,172N        ,172,3A12    ,CE,    ,5793.0,H ,LYC   ,O320H2AD     ,O320  ,E274    ,EA,O    ,NM,NM09,OR,YAMHILL        ,FLYING M ARPT                 ,26,OR05,,,,,1,B,B,S,1.0,CLER,,G10,,DRY,,OR05,2,4,,,4,3.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,19900717,19900801.0,,,20120808,1,N,1.0,0.0,S,,B,87.0,71.0,71.0,87.0,NM,NM01,WA,"ON THIRD TRY FOR LANDING, BEGAN GO AROUND, FULL FLAPS. UNABLE CLIMB, ABORTED. RAN OFF END RUNWAY INTO TREES.       ",                              ,  ,    ,           ,  ,    ,      ,None                ,ME,V,A, ,TO,V,A, ,EX,IE,D,5,   ,Y,Y,N,H,A,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,STUDENT             ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Delay Action In Abor,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Overshoot Landing   ,To Aborted (Fixed Wi,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,                    ,Pilot and Ground Cre,,, 
12656,19810615044999I,I,121,-5,F,1981,6,15,19810615,513,9,B,X, , , ,O,ATS,2L73,2,L,7,3.0,4F  , , ,  ,  ,  ,38182,4499, , , , ,1957,BOEING,72735,727,A3WE    ,NM,    ,,L ,      ,             ,      ,        ,  ,     ,GL,GL03,IL,CHICAGO        ,OHARE                         ,27L ,,,,,,C,U,B,S,3.0,SCAT,,G10,,DRY,GD,,20,15,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19810727,,,,20120419,9,N,2.0,3.0,S,,K,0.0,0.0,0.0,,GL,GL03,IL,ABORTED TAKEOFF DUE TO WARNING HORN. RECYCLED FLAPS HORN STOPPED.                                                  ,AMERICAN AIRLINES INC         ,TX,AALA,25,SW,SW33,      ,Instrument Flight Ru,II,V,A, ,  , , , ,SY,IA, ,5,   ,N,N,N,F, ,3,AIRLINE TRANSPORT   ,AMEL                ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,System/Component Mal,Takeoff Ground Roll ,                    ,Pilot Induced       ,Scheduled Air Carrie,Passengers And Cargo,VFR                 ,Weather Not A Factor,Dawn                ,Flight Personnel    ,None                ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
12937,19911124053449A,A,91,0.4,N,1991,11,24,19911124,1730,9,Z,Y, , , ,O,OPP,1L72,1,L,7,2.0,3T  ,3,T,  ,  ,  ,87423,5344, ,N, , ,2489Y,PIPER ,PA31T3      ,PA31T ,A8EA    ,SO,    ,6161.0,L ,PWA   ,PT6A11       ,PT6   ,E4EA    ,NE,T    ,NE,NE05,ME,PORTLAND       ,,,,,,,,7,F,B,F,1.0,BRKN,1000,3,FOG,,,,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19911125,19920107.0,,,20120808,9,N,5.0,3.0,S,47.0,K,100.0,,100.0,13000.0,WP,WP05,CA,OVERFILLED LEFT WING TANK FROM FUSELAGE FERRY TANK CAUSING OVER PRESSURE AND EXPANSION OF TANK.BUCKLED WING SKIN.  ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,ME,O,A, ,  , , , ,SY,DA,S,5,IFT,Y,N,N,A, ,3,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,System/Component Mal,Normal Cruise       ,                    ,Pilot Induced       ,Industrial/Special  ,Ferry               ,VFR                 ,Fog                 ,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,TURBOPROP                     ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
6628,19860118000879A,A,91,0.4,N,1986,1,18,19860118,1215,9,Z,Y, , , ,D,OTH,1H71,1,H,7,1.0,3O  ,3,O,  ,  ,  ,39235,87, , , , ,21995,CESSNA,150L        ,150,3A19    ,CE,    ,0.0,H ,CONT  ,O200A        ,O200  ,E252    ,SO,O    ,WP,WP07,AZ,COTTONWOOD     ,,,,,0.0,,,8,F,B,S,1.0,SCAT,,G10,,,,,3,5,,,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19860122,,,,20120808,99,N,0.0,0.0,,0.0,O,0.0,0.0,0.0,0.0,WP,WP07,AZ,AIRCRAFT CRASHED DURING TAKEOFF AFTER ENGINE STARTED LOSING POWER. PILOT HAD NO LICENSE. AIRCRAFT OVERDUE ANNUAL.  ,                              ,  ,    ,           ,  ,    ,      ,None                ,AU,V,A, ,UN,V,A, ,JB,IH,S,5,   ,U,N,N,G,G,8,UNKNOWN/FOREIGN     ,NO RATING (OR STUDEN,RATINGS SHOWN BY 1ST,                    ,UNKNOWN             ,Attempt Operation Wi,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Misc/Pilot Unsafe Ac,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Trees,Forced/Precautionary,                    ,Pilot Induced       ,Other               ,Ferry               ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
5468,19800810080939I,I,91,-5,F,1980,8,10,19800810,1900,9,B,A,P,A, ,O,ATS,1L71,1,L,7,1.0,3O  , , ,  ,  ,  ,46196,8093, , , , ,43858,BEECH ,T34B        ,45,5A3     ,CE,    ,,L ,      ,             ,      ,        ,  ,     ,SO,SO67,GA,FOLKSTON       ,MUNI                          ,17,,,,,,1,B,B,S,1.0,BRKN,GRIK,7,HAZ,,,,17,10,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19830201,,,,20120419,1,N,1.0,0.0,S,42.0,O,16.0,0.0,0.0,111.0,SO,SO67,FL,SIPHONING IN FLIGHT DUE TO IMPROPERLY PLACED FUEL CAP. INOPERATIVE FUEL GAUGES.                                    ,                              ,  ,    ,           ,  ,    ,      ,                    ,II,V,A, ,28, , , ,OC,DD,M,8,   ,Y,N,N,F, , ,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,"Oper Flt Sch, A/Taxi",Discussion          ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
10284,19810329019909I,I,91,-5,F,1981,3,29,19810329,1530,9,B,D, , ,E,S,ATS,1L72,1,L,7,2.0,3O  , , ,  ,  ,  ,69826,1990, , , , ,114RD,PIPER ,PA31350     ,PA31  ,A20SO   ,SO,    ,,L ,      ,             ,      ,        ,  ,     ,SO,SO63,TN,MEMPHIS        ,INTL                          ,35R ,,,,,,2,N,C,S,1.0,,,,,,,,,,,,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19810428,,,,20120808,9,N,25.0,3.0,S,53.0,K,28.0,0.0,0.0,12000.0,SO,SO63,TN,DURING TAKEOFF NOSE GEAR AND STRUT FELL OFF.  SCISSORS PIN NOT INSTALLED.                                          ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,32, , , ,SE,IA,M,5,   ,U,U,U,H, ,8,AIRLINE TRANSPORT   ,RH ASMEL            ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Takeoff Ground Roll ,                    ,Pilot Induced       ,Business            ,None Or Other       ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
11719,19980714024869A,A,91,0.4,N,1998,7,14,19980714,1530,9,B,E, , ,E,O,   ,1H71,1,H,7,1.0,3O  ,3,O,  ,  ,  ,90846,2486, ,N, , ,27616,TCRAFT,BL65        ,BL    ,A700    ,EA,    ,,H ,LYC   ,O145*        ,O145  ,TC199   ,EA,O    ,EA,EA03,PA,BEDFORD        ,BEDFORD COUNTY ARPT           ,,HMZ ,,,,,1,B,B,S,1.0,SCAT,,10,,,,HMZ ,,,,,2,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19980918,19980918.0,,,20120808,1,N,1.0,0.0,U,56.0,N,,,,920.0,EA,EA03,PA,(-23)A/C TRIED TO RETURN TO THE AIRPORT AFTER TAKEOFF DUE TO OIL ON THE WINDSHIELDS. INSTALLATION OF THE AIRCRAFT S,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,US,E,A, ,IA,IH,S,5,   ,U,U,U,F,A,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,NO MEDICAL OR BIENNI,OTHER               ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Landed Short        ,Emergency Landing   ,Pilot-In-Command    ,                    ,Control Coll With Gr,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,Pilot and Ground Cre,,, 
